timestamp,zone_id,carbon_intensity_gCO2eq_per_kWh,hour,weekday,month,day_of_year,carbon_is_estimated,carbon_estimation_method,carbon_temporal_granularity,carbon_updated_at,carbon_created_at,carbon_emission_factor_type,renewable_percentage,renewable_percentage_is_estimated,renewable_percentage_estimation_method,renewable_percentage_temporal_granularity,renewable_percentage_updated_at,renewable_percentage_created_at,renewable_percentage_emission_factor_type,carbon_free_percentage,carbon_free_percentage_is_estimated,carbon_free_percentage_estimation_method,carbon_free_percentage_temporal_granularity,carbon_free_percentage_updated_at,carbon_free_percentage_created_at,carbon_free_percentage_emission_factor_type,total_load_MW,total_load_is_estimated,total_load_estimation_method,total_load_temporal_granularity,total_load_updated_at,total_load_created_at,total_load_emission_factor_type,production_nuclear_MW,production_geothermal_MW,production_biomass_MW,production_coal_MW,production_wind_MW,production_solar_MW,production_hydro_MW,production_gas_MW,production_oil_MW,production_unknown_MW,production_hydro_discharge_MW,production_battery_discharge_MW,consumption_nuclear_MW,consumption_geothermal_MW,consumption_biomass_MW,consumption_coal_MW,consumption_wind_MW,consumption_solar_MW,consumption_hydro_MW,consumption_gas_MW,consumption_oil_MW,consumption_unknown_MW,consumption_hydro_discharge_MW,consumption_battery_discharge_MW
2022-01-01 00:00:00+00:00,CN,596,0,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-02-05T11:18:12.033Z,2025-06-30T10:17:56.716Z,lifecycle,23,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-02-05T11:18:12.033Z,2025-06-30T10:17:56.716Z,,27,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-02-05T11:18:12.033Z,2025-06-30T10:17:56.716Z,,977350.56,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-02-05T11:18:12.033Z,2025-06-30T10:17:56.716Z,,45287,,20531,675761,84960,38412,76192,33459,,2297,,,45287,0,20531,675761,84960,38412,76355,33459,0,2585,0,0
2022-01-01 01:00:00+00:00,CN,543,1,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:58.095Z,lifecycle,30,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:58.095Z,,34,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:58.095Z,,965242.4,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:58.095Z,,42611,,20438,606316,99477,95047,72259,26697,,1531,,,42611,0,20438,606316,99477,95047,72572,26697,0,2085,0,0
2022-01-01 02:00:00+00:00,CN,520,2,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,lifecycle,33,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,37,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,1006407.94,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,41817,,20446,604364,112332,122766,76210,26105,,1490,,,41817,0,20446,604364,112332,122766,76533,26105,0,2046,0,0
2022-01-01 03:00:00+00:00,CN,526,3,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,lifecycle,32,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,37,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,987023.75,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,42177,,20336,598729,83360,137925,76274,25951,,1380,,,42177,0,20336,598729,83360,137925,76622,25951,0,1924,0,0
2022-01-01 04:00:00+00:00,CN,510,4,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,lifecycle,34,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,38,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,1016288.1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,41804,,20193,596884,102252,156705,69696,26651,,1410,,,41804,0,20193,596884,102252,156705,69979,26651,0,1819,0,0
2022-01-01 05:00:00+00:00,CN,496,5,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,lifecycle,36,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,40,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,1027240.0,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,41884,,19092,586192,114499,165170,72713,25779,,1414,,,41884,0,19092,586192,114499,165170,72926,25779,0,1698,0,0
2022-01-01 06:00:00+00:00,CN,520,6,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,33,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,37,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,979903.8,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42441,,19281,587571,97461,129687,75541,26151,,1473,,,42441,0,19281,587571,97461,129687,75669,26151,0,1643,0,0
2022-01-01 07:00:00+00:00,CN,531,7,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,lifecycle,31,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,36,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,936942.75,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:17:56.716Z,,42282,,19248,573611,84826,113327,75800,26056,,1493,,,42282,0,19248,573611,84826,113327,75930,26056,0,1663,0,0
2022-01-01 08:00:00+00:00,CN,561,8,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,lifecycle,27,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,32,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,879770.44,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,41815,,19572,570945,68871,70114,79237,27327,,1596,,,41815,0,19572,570945,68871,70114,79360,27327,0,1766,0,0
2022-01-01 09:00:00+00:00,CN,581,9,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,lifecycle,24,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,29,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,874297.8,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,41601,,19960,588390,62109,41773,90007,28253,,1711,,,41601,0,19960,588390,62109,41773,90206,28253,0,2006,0,0
2022-01-01 10:00:00+00:00,CN,597,10,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,lifecycle,22,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,27,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,874656.4,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,41948,,20024,606612,59874,12929,101274,29451,,1842,,,41948,0,20024,606612,59874,12929,101544,29451,0,2273,0,0
2022-01-01 11:00:00+00:00,CN,607,11,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,lifecycle,21,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,26,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,882719.9,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,41955,,20058,623289,61910,0,103226,29366,,2021,,,41955,0,20058,623289,61910,0,103573,29366,0,2569,0,0
2022-01-01 12:00:00+00:00,CN,615,12,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,843037.5,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42278,,19810,602402,48212,0,98087,29354,,2002,,,42278,0,19810,602402,48212,0,98429,29354,0,2552,0,0
2022-01-01 13:00:00+00:00,CN,629,13,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,18,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,23,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,823681.1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42230,,19578,602697,32088,0,95137,29117,,1945,,,42230,0,19578,602697,32088,0,95498,29117,0,2472,0,0
2022-01-01 14:00:00+00:00,CN,632,14,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,18,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,23,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,832321.4,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42290,,19478,612735,31088,0,94805,29153,,1889,,,42290,0,19478,612735,31088,0,95183,29153,0,2394,0,0
2022-01-01 15:00:00+00:00,CN,616,15,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,828396.4,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42213,,19362,594268,47028,0,95784,27072,,1780,,,42213,0,19362,594268,47028,0,96158,27072,0,2295,0,0
2022-01-01 16:00:00+00:00,CN,629,16,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,lifecycle,18,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,23,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,823723.44,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:19:09.420Z,,42289,,19788,604404,34612,0,92818,27215,,1711,,,42289,0,19788,604404,34612,0,93192,27215,0,2224,0,0
2022-01-01 17:00:00+00:00,CN,618,17,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,lifecycle,19,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,24,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,825834.9,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.116Z,2025-06-30T10:19:09.420Z,,42080,,19738,594681,49383,0,90430,27367,,1487,,,42080,0,19738,594681,49383,0,90713,27367,0,1874,0,0
2022-01-01 18:00:00+00:00,CN,606,18,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,21,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,26,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,835239.75,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,41949,,19732,590413,70477,0,83444,27306,,1437,,,41949,0,19732,590413,70477,0,83651,27306,0,1713,0,0
2022-01-01 19:00:00+00:00,CN,620,19,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,19,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,24,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,812924.56,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,42009,,19716,587460,52657,0,82248,27154,,1412,,,42009,0,19716,587460,52657,0,82355,27154,0,1574,0,0
2022-01-01 20:00:00+00:00,CN,607,20,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,lifecycle,21,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,26,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,826346.44,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,41971,,19804,584021,68715,0,82743,27379,,1435,,,41971,0,19804,584021,68715,0,82852,27379,0,1605,0,0
2022-01-01 21:00:00+00:00,CN,599,21,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,22,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,27,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,839346.25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,42133,,19851,586359,82407,0,79815,27049,,1459,,,42133,0,19851,586359,82407,0,79927,27049,0,1620,0,0
2022-01-01 22:00:00+00:00,CN,612,22,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,835948.06,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:58.095Z,,41965,,20111,596888,69548,5023,73330,27215,,1587,,,41965,0,20111,596888,69548,5023,73440,27215,0,1759,0,0
2022-01-01 23:00:00+00:00,CN,596,23,5,1,1,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,22,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,27,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,865064.8,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,41937,,20163,599357,71229,26402,75496,28409,,1590,,,41937,0,20163,599357,71229,26402,75671,28409,0,1897,0,0
2022-01-02 00:00:00+00:00,CN,547,0,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,29,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,34,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,926072.9,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,41721,,20250,586683,102324,77521,68656,26719,,1515,,,41721,0,20250,586683,102324,77521,68903,26719,0,1950,0,0
2022-01-02 01:00:00+00:00,CN,554,1,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,lifecycle,28,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,33,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,918405.5,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:51.224Z,2025-06-30T10:17:56.716Z,,41776,,20250,588834,73550,100304,65160,26073,,1577,,,41776,0,20250,588834,73550,100304,65476,26073,0,2142,0,0
2022-01-02 02:00:00+00:00,CN,535,2,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,31,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,35,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,952888.56,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,42023,,20202,588943,79155,124496,70059,25811,,1324,,,42023,0,20202,588943,79155,124496,70375,25811,0,1885,0,0
2022-01-02 03:00:00+00:00,CN,530,3,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,32,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,36,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,963078.9,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,41746,,20033,587908,63740,154264,68144,25152,,1200,,,41746,0,20033,587908,63740,154264,68488,25152,0,1748,0,0
2022-01-02 04:00:00+00:00,CN,511,4,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,34,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,39,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,977615.75,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,40494,,19905,574509,78241,171885,66032,24655,,1206,,,40494,0,19905,574509,78241,171885,66319,24655,0,1608,0,0
2022-01-02 05:00:00+00:00,CN,503,5,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,35,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,40,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,964102.75,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,40552,,19768,557408,77696,173524,69275,24121,,1266,,,40552,0,19768,557408,77696,173524,69484,24121,0,1551,0,0
2022-01-02 06:00:00+00:00,CN,530,6,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,lifecycle,31,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,36,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,936833.5,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,41769,,19987,573245,82271,121543,70770,25644,,1308,,,41769,0,19987,573245,82271,121543,70901,25644,0,1476,0,0
2022-01-02 07:00:00+00:00,CN,532,7,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,lifecycle,31,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,36,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,919446.6,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:19:09.420Z,,41516,,19950,564102,84779,110410,71403,25674,,1328,,,41516,0,19950,564102,84779,110410,71526,25674,0,1490,0,0
2022-01-02 08:00:00+00:00,CN,558,8,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,lifecycle,28,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,32,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,886238.56,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:17:58.095Z,,42075,,20193,571670,76754,71895,75010,26951,,1411,,,42075,0,20193,571670,76754,71895,75127,26951,0,1574,0,0
2022-01-02 09:00:00+00:00,CN,592,9,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,lifecycle,23,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,28,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,855427.9,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,41704,,20564,587275,47838,43103,84532,28266,,1649,,,41704,0,20564,587275,47838,43103,84731,28266,0,1947,0,0
2022-01-02 10:00:00+00:00,CN,602,10,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,22,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,26,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,861586.56,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,42144,,20647,602187,57183,10070,97270,29586,,1810,,,42144,0,20647,602187,57183,10070,97531,29586,0,2239,0,0
2022-01-02 11:00:00+00:00,CN,615,11,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,864238.7,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:58.095Z,,42074,,20763,618128,48974,0,101519,29878,,2007,,,42074,0,20763,618128,48974,0,101858,29878,0,2565,0,0
2022-01-02 12:00:00+00:00,CN,612,12,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,871418.8,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.788Z,2025-06-30T10:19:09.420Z,,42230,,20460,619985,55049,0,101094,29814,,1891,,,42230,0,20460,619985,55049,0,101432,29814,0,2450,0,0
2022-01-02 13:00:00+00:00,CN,609,13,6,1,2,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,lifecycle,20,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,25,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,851548.5,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:22:54.859Z,2025-06-30T10:17:56.716Z,,42345,,20228,603124,56502,0,97140,29486,,1830,,,42345,0,20228,603124,56502,0,97495,29486,0,2369,0,0
