timestamp,zone_id,is_estimated,estimation_method,temporal_granularity,updated_at,created_at,production_nuclear_MW,production_geothermal_MW,production_biomass_MW,production_coal_MW,production_wind_MW,production_solar_MW,production_hydro_MW,production_gas_MW,production_oil_MW,production_unknown_MW,production_hydro_discharge_MW,production_battery_discharge_MW,consumption_nuclear_MW,consumption_geothermal_MW,consumption_biomass_MW,consumption_coal_MW,consumption_wind_MW,consumption_solar_MW,consumption_hydro_MW,consumption_gas_MW,consumption_oil_MW,consumption_unknown_MW,consumption_hydro_discharge_MW,consumption_battery_discharge_MW
2023-06-02 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:51.229Z,2025-07-02T15:55:29.310Z,53476,,23123,720854,35193,28805,156999,36712,,2211,,,53476,0,23123,720854,35193,28805,157239,36712,0,2591,0,0
2023-06-02 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:42.380Z,2025-07-02T15:55:29.310Z,53441,,23125,723029,53652,20986,166228,35464,,2246,,,53441,0,23125,723029,53652,20986,166465,35464,0,2630,0,0
2023-06-02 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:29.310Z,52683,,22917,685348,51318,13870,175655,36140,,2279,,,52683,0,22917,685348,51318,13870,175889,36140,0,2662,0,0
2023-06-02 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:52.464Z,52260,,22635,670886,45725,0,173980,35195,,2205,,,52260,0,22635,670886,45725,0,174230,35195,0,2575,0,0
2023-06-02 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:51.229Z,2025-07-02T15:55:52.464Z,52356,,22499,665530,32257,0,164230,34381,,2120,,,52356,0,22499,665530,32257,0,164488,34381,0,2481,0,0
2023-06-02 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:51.229Z,2025-07-02T15:55:52.464Z,51869,,22436,636003,39444,0,160626,31318,,2126,,,51869,0,22436,636003,39444,0,160894,31318,0,2478,0,0
2023-06-02 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:51.229Z,2025-07-02T15:55:29.310Z,50914,,22456,615159,119002,0,156910,30479,,1982,,,50914,0,22456,615159,119002,0,157184,30479,0,2331,0,0
2023-06-02 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:51.229Z,2025-07-02T15:55:52.464Z,49626,,22361,612249,117031,0,150669,29753,,1717,,,49626,0,22361,612249,117031,0,150949,29753,0,2062,0,0
2023-06-02 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:57:02.080Z,50214,,22434,595062,89204,0,148615,29485,,1708,,,50214,0,22434,595062,89204,0,148893,29485,0,2048,0,0
2023-06-02 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:29.310Z,48713,,22421,582494,90408,0,144031,28607,,1705,,,48713,0,22421,582494,90408,0,144214,28607,0,1945,0,0
2023-06-02 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:29.310Z,48709,,22553,572322,91121,15608,126799,28539,,1690,,,48709,0,22553,572322,91121,15608,126971,28539,0,1943,0,0
2023-06-02 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:57:02.080Z,49723,,22645,576143,95916,12031,122320,27428,,1717,,,49723,0,22645,576143,95916,12031,122492,27428,0,1969,0,0
2023-06-02 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:59.066Z,50231,,22826,590843,82416,32956,105984,28022,,1693,,,50231,0,22826,590843,82416,32956,106165,28022,0,1936,0,0
2023-06-02 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:57:08.619Z,50304,,22895,594722,82533,55062,100801,29784,,1682,,,50304,0,22895,594722,82533,55062,101040,29784,0,2065,0,0
2023-06-03 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:29.310Z,49226,,22719,601132,51562,103627,104472,30429,,1491,,,49226,0,22719,601132,51562,103627,104710,30429,0,1872,0,0
2023-06-03 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:59.066Z,49293,,22683,654398,58486,160730,99680,30397,,1630,,,49293,0,22683,654398,58486,160730,99949,30397,0,1982,0,0
2023-06-03 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:59.066Z,49921,,22645,654492,80623,180601,106026,30582,,1612,,,49921,0,22645,654492,80623,180601,106292,30582,0,1962,0,0
2023-06-03 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:29.310Z,49183,,22562,662554,75534,216434,112207,30719,,1573,,,49183,0,22562,662554,75534,216434,112495,30719,0,1906,0,0
2023-06-03 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:59.066Z,48589,,22481,656017,69785,231165,112648,30949,,1508,,,48589,0,22481,656017,69785,231165,112889,30949,0,1785,0,0
2023-06-03 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:29.310Z,48632,,22350,649863,63943,231339,111315,31731,,1532,,,48632,0,22350,649863,63943,231339,111476,31731,0,1694,0,0
2023-06-03 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:35.384Z,50091,,22343,661663,42150,175020,119782,34125,,1536,,,50091,0,22343,661663,42150,175020,119945,34125,0,1691,0,0
2023-06-03 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:35.384Z,50309,,22278,653423,47713,150658,124506,33873,,1582,,,50309,0,22278,653423,47713,150658,124672,33873,0,1738,0,0
2023-06-03 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:59.066Z,50903,,22687,655113,60963,112250,137038,34195,,1657,,,50903,0,22687,655113,60963,112250,137199,34195,0,1816,0,0
2023-06-03 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:35.384Z,50676,,22992,676976,57721,74447,140462,34765,,1739,,,50676,0,22992,676976,57721,74447,140711,34765,0,2011,0,0
2023-06-03 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:35.384Z,51457,,23316,699409,95388,35185,153475,34721,,2015,,,51457,0,23316,699409,95388,35185,153767,34721,0,2344,0,0
2023-06-03 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:35.384Z,51138,,23339,686707,95248,22969,165452,33931,,2027,,,51138,0,23339,686707,95248,22969,165742,33931,0,2357,0,0
2023-06-03 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:57:08.619Z,50369,,23245,646501,97762,16000,177670,34812,,2082,,,50369,0,23245,646501,97762,16000,177959,34812,0,2413,0,0
2023-06-03 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:59.066Z,50807,,22968,644982,95551,0,173973,34049,,2079,,,50807,0,22968,644982,95551,0,174276,34049,0,2395,0,0
2023-06-03 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:46.338Z,2025-07-02T15:55:35.384Z,51072,,22805,635948,86348,0,167947,33968,,2038,,,51072,0,22805,635948,86348,0,168258,33968,0,2345,0,0
2023-06-03 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:59.066Z,50748,,22740,608516,90577,0,167169,31466,,2026,,,50748,0,22740,608516,90577,0,167483,31466,0,2332,0,0
2023-06-03 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:59.066Z,51402,,21984,592514,68748,0,156929,29918,,1942,,,51402,0,21984,592514,68748,0,157246,29918,0,2245,0,0
2023-06-03 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:57:08.619Z,50299,,21924,593343,91031,0,151126,28853,,1659,,,50299,0,21924,593343,91031,0,151446,28853,0,1959,0,0
2023-06-03 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:35.384Z,49991,,22004,571361,54042,0,146321,27969,,1641,,,49991,0,22004,571361,54042,0,146641,27969,0,1942,0,0
2023-06-03 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:59.066Z,49098,,22061,564824,59635,0,140635,26686,,1637,,,49098,0,22061,564824,59635,0,140846,26686,0,1848,0,0
2023-06-03 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:35.384Z,49348,,22188,567397,82955,16802,124472,26280,,1618,,,49348,0,22188,567397,82955,16802,124678,26280,0,1836,0,0
2023-06-03 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:35.384Z,50697,,22288,576464,89506,18505,123997,25621,,1639,,,50697,0,22288,576464,89506,18505,124171,25621,0,1889,0,0
2023-06-03 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:54.799Z,2025-07-02T15:55:59.066Z,50976,,22479,582189,96788,28822,98836,25688,,1623,,,50976,0,22479,582189,96788,28822,99002,25688,0,1881,0,0
2023-06-03 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:59.066Z,49991,,22536,584198,74654,53382,92460,27413,,1645,,,49991,0,22536,584198,74654,53382,92677,27413,0,2037,0,0
2023-06-04 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:59.066Z,48491,,22335,573338,63873,106002,92245,27615,,1408,,,48491,0,22335,573338,63873,106002,92457,27615,0,1802,0,0
2023-06-04 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:59.066Z,48406,,22350,593364,66551,163589,87218,28838,,1442,,,48406,0,22350,593364,66551,163589,87433,28838,0,1849,0,0
2023-06-04 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:35.384Z,48847,,22324,615645,89125,187623,87393,28606,,1401,,,48847,0,22324,615645,89125,187623,87608,28606,0,1799,0,0
2023-06-04 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:59.066Z,48015,,22323,619696,67558,203029,92533,28623,,1379,,,48015,0,22323,619696,67558,203029,92775,28623,0,1753,0,0
2023-06-04 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:57:08.619Z,48238,,22167,635617,71733,230340,92926,28870,,1342,,,48238,0,22167,635617,71733,230340,93140,28870,0,1645,0,0
2023-06-04 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:35.384Z,48172,,21982,626230,51229,225718,97415,29694,,1374,,,48172,0,21982,626230,51229,225718,97557,29694,0,1551,0,0
2023-06-04 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:57:08.619Z,49617,,22053,642485,68769,184038,100848,32652,,1369,,,49617,0,22053,642485,68769,184038,100993,32652,0,1540,0,0
2023-06-04 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:59.066Z,49620,,21983,643112,69702,153205,107455,31566,,1418,,,49620,0,21983,643112,69702,153205,107601,31566,0,1586,0,0
2023-06-04 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:35.384Z,50362,,22301,652555,92994,101776,120234,32082,,1503,,,50362,0,22301,652555,92994,101776,120379,32082,0,1676,0,0
2023-06-04 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:35.384Z,50728,,22654,671029,87540,80479,127298,33386,,1628,,,50728,0,22654,671029,87540,80479,127519,33386,0,1922,0,0
2023-06-04 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:57:08.619Z,50795,,22956,672051,87356,39484,141091,33894,,1859,,,50795,0,22956,672051,87356,39484,141349,33894,0,2212,0,0
2023-06-04 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:59.066Z,52222,,22996,670686,87976,22269,157586,33872,,1875,,,52222,0,22996,670686,87976,22269,157842,33872,0,2230,0,0
2023-06-04 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:56:05.625Z,51438,,22762,645013,81262,14563,168503,34104,,1962,,,51438,0,22762,645013,81262,14563,168759,34104,0,2319,0,0
2023-06-04 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:56:05.625Z,51701,,22485,624467,84509,0,171506,34423,,2072,,,51701,0,22485,624467,84509,0,171777,34423,0,2417,0,0
2023-06-04 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:57:14.915Z,52417,,22361,630260,33897,0,163848,34027,,2033,,,52417,0,22361,630260,33897,0,164128,34027,0,2368,0,0
2023-06-04 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:56:05.625Z,51797,,22291,604182,29143,0,158309,30715,,2014,,,51797,0,22291,604182,29143,0,158589,30715,0,2347,0,0
2023-06-04 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:56:05.625Z,52627,,22160,574981,76179,0,153074,29541,,1975,,,52627,0,22160,574981,76179,0,153360,29541,0,2306,0,0
2023-06-04 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:50.291Z,2025-07-02T15:55:35.384Z,51630,,22069,559208,77553,0,152344,28499,,1677,,,51630,0,22069,559208,77553,0,152633,28499,0,2002,0,0
2023-06-04 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:55:35.384Z,51848,,22176,555786,70594,0,147141,28037,,1678,,,51848,0,22176,555786,70594,0,147435,28037,0,2000,0,0
2023-06-04 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:57:14.915Z,50964,,22177,549198,78691,0,143784,27206,,1677,,,50964,0,22177,549198,78691,0,143973,27206,0,1905,0,0
2023-06-04 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:56:05.625Z,51459,,22324,580623,104900,16982,133860,28100,,1780,,,51459,0,22324,580623,104900,16982,134037,28100,0,2014,0,0
2023-06-04 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:57:14.915Z,52594,,22439,595705,96195,12396,134308,27713,,1798,,,52594,0,22439,595705,96195,12396,134463,27713,0,2065,0,0
2023-06-04 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:57:14.915Z,52240,,22687,601909,97768,33544,129137,28345,,1813,,,52240,0,22687,601909,97768,33544,129283,28345,0,2087,0,0
2023-06-04 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,52238,,22836,616486,64808,58360,128298,29724,,1840,,,52238,0,22836,616486,64808,58360,128487,29724,0,2271,0,0
2023-06-05 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:57:14.915Z,51583,,22632,621430,63508,105281,132485,31541,,1623,,,51583,0,22632,621430,63508,105281,132669,31541,0,2046,0,0
2023-06-05 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:56:05.625Z,51674,,22595,650390,52568,169748,128402,31408,,1672,,,51674,0,22595,650390,52568,169748,128588,31408,0,2099,0,0
2023-06-05 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:56:58.320Z,2025-07-02T15:57:14.915Z,52164,,22528,668231,60055,193979,132712,31538,,1621,,,52164,0,22528,668231,60055,193979,132903,31538,0,2037,0,0
2023-06-05 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:56:05.625Z,52079,,22465,677110,43367,206080,131678,31387,,1588,,,52079,0,22465,677110,43367,206080,131898,31387,0,1977,0,0
2023-06-05 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:57:14.915Z,52309,,22344,686954,54707,225894,132665,31024,,1549,,,52309,0,22344,686954,54707,225894,132871,31024,0,1853,0,0
2023-06-05 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,51855,,22352,691313,35939,225437,135557,32888,,1594,,,51855,0,22352,691313,35939,225437,135688,32888,0,1777,0,0
2023-06-05 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:56:05.625Z,52472,,22273,704305,34605,187068,142848,34453,,1619,,,52472,0,22273,704305,34605,187068,142984,34453,0,1799,0,0
2023-06-05 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:56:05.625Z,52302,,22238,695627,55567,160794,146832,34273,,1713,,,52302,0,22238,695627,55567,160794,146968,34273,0,1890,0,0
2023-06-05 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:55:41.597Z,51806,,22701,702415,60721,123665,155621,35289,,1778,,,51806,0,22701,702415,60721,123665,155756,35289,0,1966,0,0
2023-06-05 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:57:14.915Z,51927,,22985,721164,72233,84078,153942,35904,,1850,,,51927,0,22985,721164,72233,84078,154138,35904,0,2159,0,0
2023-06-05 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,52374,,23171,724343,51128,42186,164428,35729,,2107,,,52374,0,23171,724343,51128,42186,164666,35729,0,2487,0,0
2023-06-05 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:57:14.915Z,52188,,23173,716596,64897,27922,172090,35118,,2112,,,52188,0,23173,716596,64897,27922,172324,35118,0,2491,0,0
2023-06-05 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,51908,,23079,671367,74694,15470,185329,36621,,2190,,,51908,0,23079,671367,74694,15470,185562,36621,0,2574,0,0
2023-06-05 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:56:05.625Z,51977,,22753,649431,72656,0,180308,35635,,2234,,,51977,0,22753,649431,72656,0,180553,35635,0,2606,0,0
2023-06-05 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,52137,,22624,632787,62015,0,174972,34403,,2160,,,52137,0,22624,632787,62015,0,175226,34403,0,2526,0,0
2023-06-05 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:55:41.597Z,52037,,22563,616754,64899,0,170074,31784,,2137,,,52037,0,22563,616754,64899,0,170327,31784,0,2502,0,0
2023-06-05 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:57:14.915Z,53156,,22322,621314,93650,0,159720,29983,,2085,,,53156,0,22322,621314,93650,0,159976,29983,0,2450,0,0
2023-06-05 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:56:05.625Z,53000,,22278,610662,90929,0,158067,29121,,1819,,,53000,0,22278,610662,90929,0,158328,29121,0,2179,0,0
2023-06-05 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:57:14.915Z,52989,,22389,583589,76786,0,154619,27632,,1821,,,52989,0,22389,583589,76786,0,154878,27632,0,2183,0,0
2023-06-05 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:54.274Z,2025-07-02T15:56:05.625Z,52146,,22382,574106,81741,0,151829,27246,,1830,,,52146,0,22382,574106,81741,0,151997,27246,0,2087,0,0
2023-06-05 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:55:41.597Z,52346,,22574,601837,92405,12160,145616,26932,,1889,,,52346,0,22574,601837,92405,12160,145773,26932,0,2155,0,0
2023-06-05 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:55:41.597Z,53054,,22711,610182,84805,13637,149770,26611,,1906,,,53054,0,22711,610182,84805,13637,149919,26611,0,2179,0,0
2023-06-05 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:56:05.625Z,51690,,22910,635991,63590,42385,137826,27741,,1890,,,51690,0,22910,635991,63590,42385,137967,27741,0,2173,0,0
2023-06-05 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:56:05.625Z,52123,,23025,647681,85850,67988,137445,29069,,1897,,,52123,0,23025,647681,85850,67988,137634,29069,0,2330,0,0
2023-06-06 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:57:14.915Z,50860,,22847,660764,98694,137645,136230,29878,,1734,,,50860,0,22847,660764,98694,137645,136414,29878,0,2173,0,0
2023-06-06 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:55:41.597Z,50886,,22810,705785,95750,184224,138900,29498,,1765,,,50886,0,22810,705785,95750,184224,139078,29498,0,2206,0,0
2023-06-06 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:57:14.915Z,51048,,22644,709884,85388,204617,137308,30053,,1709,,,51048,0,22644,709884,85388,204617,137496,30053,0,2139,0,0
2023-06-06 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:55:41.597Z,51680,,22588,722464,67014,243665,140109,31265,,1671,,,51680,0,22588,722464,67014,243665,140339,31265,0,2064,0,0
2023-06-06 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:55:41.597Z,51338,,22468,709611,75008,238482,125707,31244,,1645,,,51338,0,22468,709611,75008,238482,125918,31244,0,1957,0,0
2023-06-06 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:01.888Z,2025-07-02T15:55:41.597Z,50426,,22453,725961,78549,235583,132948,32595,,1582,,,50426,0,22453,725961,78549,235583,133084,32595,0,1769,0,0
2023-06-06 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:56:11.977Z,51939,,22566,736437,85441,189530,142887,32808,,1635,,,51939,0,22566,736437,85441,189530,143027,32808,0,1816,0,0
2023-06-06 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:05.464Z,2025-07-02T15:57:21.485Z,51700,,22546,735065,89007,173156,151654,32619,,1725,,,51700,0,22546,735065,89007,173156,151792,32619,0,1908,0,0
2023-06-06 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:56:11.977Z,51983,,22855,738159,63813,140402,155111,34278,,1828,,,51983,0,22855,738159,63813,140402,155246,34278,0,2015,0,0
2023-06-06 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:05.464Z,2025-07-02T15:56:11.977Z,52509,,23018,743639,78555,85838,160314,34929,,1956,,,52509,0,23018,743639,78555,85838,160521,34929,0,2273,0,0
2023-06-06 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:53:58.417Z,2025-07-02T15:57:21.485Z,52867,,23333,757536,45806,44816,159319,36612,,2184,,,52867,0,23333,757536,45806,44816,159564,36612,0,2554,0,0
2023-06-06 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T10:57:05.464Z,2025-07-02T15:56:11.977Z,53722,,23322,759470,68046,24812,164820,35776,,2237,,,53722,0,23322,759470,68046,24812,165059,35776,0,2618,0,0
