timestamp,zone_id,is_estimated,estimation_method,temporal_granularity,updated_at,created_at,production_nuclear_MW,production_geothermal_MW,production_biomass_MW,production_coal_MW,production_wind_MW,production_solar_MW,production_hydro_MW,production_gas_MW,production_oil_MW,production_unknown_MW,production_hydro_discharge_MW,production_battery_discharge_MW,consumption_nuclear_MW,consumption_geothermal_MW,consumption_biomass_MW,consumption_coal_MW,consumption_wind_MW,consumption_solar_MW,consumption_hydro_MW,consumption_gas_MW,consumption_oil_MW,consumption_unknown_MW,consumption_hydro_discharge_MW,consumption_battery_discharge_MW
2020-01-01 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-07-08T18:56:44.376Z,2025-10-02T18:41:31.941Z,37409,,13452,530292,81822,31639,71178,24425,,2189,,,37409,0,13452,530292,81822,31639,71178,24425,0,2189,0,0
2020-01-01 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,36286,,13456,528978,72721,48333,67690,24432,,2190,,,36286,0,13456,528978,72721,48333,67690,24432,0,2190,0,0
2020-01-01 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,35198,,13407,524617,72636,64850,67683,24322,,2180,,,35198,0,13407,524617,72636,64850,67683,24322,0,2180,0,0
2020-01-01 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,34142,,13342,517848,83622,69677,69111,24442,,1993,,,34142,0,13342,517848,83622,69677,69111,24442,0,1993,0,0
2020-01-01 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,33118,,13252,507439,67672,82830,66793,24129,,1962,,,33118,0,13252,507439,67672,82830,66793,24129,0,1962,0,0
2020-01-01 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-27T09:57:34.897Z,2025-10-02T18:54:55.259Z,32124,,13190,514123,62752,81522,67046,24365,,1943,,,32124,0,13190,514123,62752,81522,67046,24365,0,1943,0,0
2020-01-01 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31361,,13275,510360,61517,56885,70460,24337,,2055,,,31361,0,13275,510360,61517,56885,70460,24337,0,2055,0,0
2020-01-01 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,31124,,13206,503465,54506,54083,68954,24264,,2097,,,31124,0,13206,503465,54506,54083,68954,24264,0,2097,0,0
2020-01-01 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31249,,13419,504606,55191,35322,71062,25078,,2227,,,31249,0,13419,504606,55191,35322,71062,25078,0,2227,0,0
2020-01-01 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31317,,13631,513014,52720,21015,75183,25300,,2342,,,31317,0,13631,513014,52720,21015,75183,25300,0,2342,0,0
2020-01-01 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,31269,,13728,518918,57681,3746,78708,26044,,2476,,,31269,0,13728,518918,57681,3746,78708,26044,0,2476,0,0
2020-01-01 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31119,,13747,531143,50436,0,81397,26503,,2346,,,31119,0,13747,531143,50436,0,81397,26503,0,2346,0,0
2020-01-01 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:23.984Z,2025-10-02T18:53:23.984Z,31168,,13474,507556,52169,0,85320,26797,,2318,,,31168,0,13474,507556,52169,0,85320,26797,0,2318,0,0
2020-01-01 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31190,,13321,501811,57891,0,84196,26042,,2230,,,31190,0,13321,501811,57891,0,84196,26042,0,2230,0,0
2020-01-01 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,31218,,13239,501640,47265,0,81944,25352,,2156,,,31218,0,13239,501640,47265,0,81944,25352,0,2156,0,0
2020-01-01 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:23.984Z,2025-10-02T18:53:23.984Z,31292,,13184,498908,51202,0,81401,25242,,2101,,,31292,0,13184,498908,51202,0,81401,25242,0,2101,0,0
2020-01-01 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31517,,12970,486478,34267,0,79138,24244,,2163,,,31517,0,12970,486478,34267,0,79138,24244,0,2163,0,0
2020-01-01 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31730,,13045,482338,29550,0,73668,22594,,2137,,,31730,0,13045,482338,29550,0,73668,22594,0,2137,0,0
2020-01-01 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:31.941Z,2025-10-02T18:41:31.941Z,31721,,13045,477559,31861,0,69845,23224,,2091,,,31721,0,13045,477559,31861,0,69845,23224,0,2091,0,0
2020-01-01 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31750,,13048,474902,29158,0,68775,23480,,2108,,,31750,0,13048,474902,29158,0,68775,23480,0,2108,0,0
2020-01-01 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:23.984Z,2025-10-02T18:53:23.984Z,31807,,13121,477474,47863,0,69575,24118,,2132,,,31807,0,13121,477474,47863,0,69575,24118,0,2132,0,0
2020-01-01 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:23.984Z,2025-10-02T18:53:23.984Z,31877,,13126,484394,50297,0,69615,24382,,2194,,,31877,0,13126,484394,50297,0,69615,24382,0,2194,0,0
2020-01-01 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,32002,,13319,493461,41084,3273,70152,24876,,2354,,,32002,0,13319,493461,41084,3273,70152,24876,0,2354,0,0
2020-01-01 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,32056,,13408,500332,41913,15248,73208,25231,,2362,,,32056,0,13408,500332,41913,15248,73208,25231,0,2362,0,0
2020-01-02 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31932,,13367,512582,68368,29316,74577,25392,,2327,,,31932,0,13367,512582,68368,29316,74577,25392,0,2327,0,0
2020-01-02 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31899,,13380,510426,64978,43254,72074,24860,,2298,,,31899,0,13380,510426,64978,43254,72074,24860,0,2298,0,0
2020-01-02 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31989,,13304,509977,68026,53411,73157,23606,,2217,,,31989,0,13304,509977,68026,53411,73157,23606,0,2217,0,0
2020-01-02 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31920,,13203,510581,64169,68459,72436,24070,,2118,,,31920,0,13203,510581,64169,68459,72436,24070,0,2118,0,0
2020-01-02 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31872,,13182,497225,61046,75584,68191,24876,,2088,,,31872,0,13182,497225,61046,75584,68191,24876,0,2088,0,0
2020-01-02 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-27T09:35:20.596Z,2025-10-02T18:41:48.330Z,32141,,13166,497496,62045,77011,69774,24500,,2084,,,32141,0,13166,497496,62045,77011,69774,24500,0,2084,0,0
2020-01-02 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31947,,13099,510625,74785,48790,73601,23590,,2180,,,31947,0,13099,510625,74785,48790,73601,23590,0,2180,0,0
2020-01-02 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31704,,13124,508074,65096,49437,74477,23674,,2238,,,31704,0,13124,508074,65096,49437,74477,23674,0,2238,0,0
2020-01-02 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31402,,13372,505042,57338,31417,77106,25080,,2390,,,31402,0,13372,505042,57338,31417,77106,25080,0,2390,0,0
2020-01-02 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31395,,13552,507064,46696,21437,82259,25740,,2462,,,31395,0,13552,507064,46696,21437,82259,25740,0,2462,0,0
2020-01-02 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31502,,13614,497840,41969,5861,82500,26475,,2602,,,31502,0,13614,497840,41969,5861,82500,26475,0,2602,0,0
2020-01-02 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31404,,13661,499739,36472,0,83586,26008,,2497,,,31404,0,13661,499739,36472,0,83586,26008,0,2497,0,0
2020-01-02 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:54:55.259Z,2025-10-02T18:54:55.259Z,31309,,13364,488516,42795,0,84111,26310,,2458,,,31309,0,13364,488516,42795,0,84111,26310,0,2458,0,0
2020-01-02 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31311,,13211,487439,42859,0,81518,26004,,2353,,,31311,0,13211,487439,42859,0,81518,26004,0,2353,0,0
2020-01-02 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31427,,13127,489925,34715,0,81998,25565,,2269,,,31427,0,13127,489925,34715,0,81998,25565,0,2269,0,0
2020-01-02 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31471,,13071,483971,33918,0,80975,25010,,2221,,,31471,0,13071,483971,33918,0,80975,25010,0,2221,0,0
2020-01-02 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31673,,12969,480352,21292,0,81386,25333,,2053,,,31673,0,12969,480352,21292,0,81386,25333,0,2053,0,0
2020-01-02 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31672,,12953,475305,28625,0,77314,23738,,2022,,,31672,0,12953,475305,28625,0,77314,23738,0,2022,0,0
2020-01-02 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31668,,12953,469758,31628,0,74092,23852,,1959,,,31668,0,12953,469758,31628,0,74092,23852,0,1959,0,0
2020-01-02 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31661,,12955,466678,33521,0,72889,23679,,1983,,,31661,0,12955,466678,33521,0,72889,23679,0,1983,0,0
2020-01-02 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31816,,13022,467870,45887,0,74120,24356,,1991,,,31816,0,13022,467870,45887,0,74120,24356,0,1991,0,0
2020-01-02 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31921,,13048,475295,41399,0,73468,24643,,2040,,,31921,0,13048,475295,41399,0,73468,24643,0,2040,0,0
2020-01-02 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31819,,13216,492978,35334,3587,70535,25939,,2200,,,31819,0,13216,492978,35334,3587,70535,25939,0,2200,0,0
2020-01-02 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31959,,13375,496481,38081,14810,71947,26553,,2210,,,31959,0,13375,496481,38081,14810,71947,26553,0,2210,0,0
2020-01-03 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31894,,13318,508650,58251,28262,73352,26216,,2193,,,31894,0,13318,508650,58251,28262,73352,26216,0,2193,0,0
2020-01-03 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31808,,13339,511473,51629,41812,70061,25497,,2138,,,31808,0,13339,511473,51629,41812,70061,25497,0,2138,0,0
2020-01-03 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31997,,13213,508304,46221,50266,71338,24565,,2100,,,31997,0,13213,508304,46221,50266,71338,24565,0,2100,0,0
2020-01-03 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31985,,13223,514447,59070,65666,70986,24828,,1984,,,31985,0,13223,514447,59070,65666,70986,24828,0,1984,0,0
2020-01-03 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,32467,,13183,502450,49896,74005,67995,24721,,1973,,,32467,0,13183,502450,49896,74005,67995,24721,0,1973,0,0
2020-01-03 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31940,,13069,502338,45158,76393,69822,24545,,1970,,,31940,0,13069,502338,45158,76393,69822,24545,0,1970,0,0
2020-01-03 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31923,,13147,508171,50978,47306,72658,24067,,2059,,,31923,0,13147,508171,50978,47306,72658,24067,0,2059,0,0
2020-01-03 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31675,,13165,502836,54638,47593,72913,24084,,2116,,,31675,0,13165,502836,54638,47593,72913,24084,0,2116,0,0
2020-01-03 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31654,,13296,505586,42885,33896,76526,24931,,2273,,,31654,0,13296,505586,42885,33896,76526,24931,0,2273,0,0
2020-01-03 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31698,,13594,505582,35383,22143,80434,24896,,2340,,,31698,0,13594,505582,35383,22143,80434,24896,0,2340,0,0
2020-01-03 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31503,,13641,509091,45156,5083,84210,25888,,2472,,,31503,0,13641,509091,45156,5083,84210,25888,0,2472,0,0
2020-01-03 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31380,,13618,509728,35733,0,86491,25843,,2374,,,31380,0,13618,509728,35733,0,86491,25843,0,2374,0,0
2020-01-03 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31305,,13368,486501,35142,0,86456,26021,,2341,,,31305,0,13368,486501,35142,0,86456,26021,0,2341,0,0
2020-01-03 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31309,,13220,482514,41222,0,84422,25030,,2237,,,31309,0,13220,482514,41222,0,84422,25030,0,2237,0,0
2020-01-03 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31335,,13195,484818,31258,0,83570,24453,,2146,,,31335,0,13195,484818,31258,0,83570,24453,0,2146,0,0
2020-01-03 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31349,,13140,480313,31842,0,84107,24809,,2099,,,31349,0,13140,480313,31842,0,84107,24809,0,2099,0,0
2020-01-03 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:39.047Z,2025-10-02T18:53:39.047Z,31507,,13083,466278,24798,0,78801,24843,,2014,,,31507,0,13083,466278,24798,0,78801,24843,0,2014,0,0
2020-01-03 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,31549,,13153,469031,24732,0,74785,23728,,1968,,,31549,0,13153,469031,24732,0,74785,23728,0,1968,0,0
2020-01-03 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:41:48.330Z,2025-10-02T18:41:48.330Z,30896,,13082,460064,36435,0,72103,23860,,1923,,,30896,0,13082,460064,36435,0,72103,23860,0,1923,0,0
2020-01-03 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,30919,,13068,465977,38820,0,70413,23333,,1929,,,30919,0,13068,465977,38820,0,70413,23333,0,1929,0,0
2020-01-03 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,30484,,13123,460778,45005,0,71050,23891,,1918,,,30484,0,13123,460778,45005,0,71050,23891,0,1918,0,0
2020-01-03 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,30594,,13154,467733,38688,0,68398,23679,,1944,,,30594,0,13154,467733,38688,0,68398,23679,0,1944,0,0
2020-01-03 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,30366,,13402,479722,34181,3609,66162,23844,,2006,,,30366,0,13402,479722,34181,3609,66162,23844,0,2006,0,0
2020-01-03 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,30314,,13417,479720,31150,15205,65606,23866,,1987,,,30314,0,13417,479720,31150,15205,65606,23866,0,1987,0,0
2020-01-04 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,30115,,13443,476153,41181,34793,65422,22179,,1955,,,30115,0,13443,476153,41181,34793,65422,22179,0,1955,0,0
2020-01-04 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,30480,,13450,477684,39499,48496,64741,21306,,1896,,,30480,0,13450,477684,39499,48496,64741,21306,0,1896,0,0
2020-01-04 02:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,30834,,13343,481202,35746,55002,65883,20852,,1870,,,30834,0,13343,481202,35746,55002,65883,20852,0,1870,0,0
2020-01-04 03:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31014,,13349,474718,50602,66504,65179,21061,,1773,,,31014,0,13349,474718,50602,66504,65179,21061,0,1773,0,0
2020-01-04 04:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:09.157Z,2025-10-02T18:55:09.157Z,31258,,13185,465364,62650,75389,62994,21987,,1751,,,31258,0,13185,465364,62650,75389,62994,21987,0,1751,0,0
2020-01-04 05:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,31157,,13082,457965,59907,73310,65325,21310,,1757,,,31157,0,13082,457965,59907,73310,65325,21310,0,1757,0,0
2020-01-04 06:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31388,,13183,469693,63950,49950,66109,21238,,1868,,,31388,0,13183,469693,63950,49950,66109,21238,0,1868,0,0
2020-01-04 07:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31354,,13192,466079,57519,47687,67103,21680,,1876,,,31354,0,13192,466079,57519,47687,67103,21680,0,1876,0,0
2020-01-04 08:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31205,,13421,467994,47976,35304,71628,22745,,2011,,,31205,0,13421,467994,47976,35304,71628,22745,0,2011,0,0
2020-01-04 09:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,31376,,13549,469674,40585,22831,79715,22842,,2099,,,31376,0,13549,469674,40585,22831,79715,22842,0,2099,0,0
2020-01-04 10:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31420,,13692,476224,47387,5767,86983,22814,,2255,,,31420,0,13692,476224,47387,5767,86983,22814,0,2255,0,0
2020-01-04 11:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,31227,,13679,474647,44635,0,90138,22514,,2220,,,31227,0,13679,474647,44635,0,90138,22514,0,2220,0,0
2020-01-04 12:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31250,,13513,477616,38013,0,85745,23499,,2194,,,31250,0,13513,477616,38013,0,85745,23499,0,2194,0,0
2020-01-04 13:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31354,,13398,469035,39587,0,83675,23008,,2093,,,31354,0,13398,469035,39587,0,83675,23008,0,2093,0,0
2020-01-04 14:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31288,,13337,472496,41169,0,82685,22743,,2047,,,31288,0,13337,472496,41169,0,82685,22743,0,2047,0,0
2020-01-04 15:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31726,,13313,461438,41832,0,83638,22956,,2004,,,31726,0,13313,461438,41832,0,83638,22956,0,2004,0,0
2020-01-04 16:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,32335,,12946,460789,32065,0,79091,22662,,1842,,,32335,0,12946,460789,32065,0,79091,22662,0,1842,0,0
2020-01-04 17:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,32298,,12931,466008,31797,0,76823,21449,,1810,,,32298,0,12931,466008,31797,0,76823,21449,0,1810,0,0
2020-01-04 18:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,32065,,12932,456861,31430,0,72844,22293,,1766,,,32065,0,12932,456861,31430,0,72844,22293,0,1766,0,0
2020-01-04 19:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,32028,,12923,454220,28450,0,69811,21591,,1770,,,32028,0,12923,454220,28450,0,69811,21591,0,1770,0,0
2020-01-04 20:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31608,,12944,450678,34428,0,69176,21878,,1790,,,31608,0,12944,450678,34428,0,69176,21878,0,1790,0,0
2020-01-04 21:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:53:55.011Z,2025-10-02T18:53:55.011Z,31571,,12971,459841,31601,0,65757,21868,,1825,,,31571,0,12971,459841,31601,0,65757,21868,0,1825,0,0
2020-01-04 22:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31499,,13140,469950,27377,3769,63165,21520,,1864,,,31499,0,13140,469950,27377,3769,63165,21520,0,1864,0,0
2020-01-04 23:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31604,,13170,471071,30210,13353,62173,21393,,1831,,,31604,0,13170,471071,30210,13353,62173,21393,0,1831,0,0
2020-01-05 00:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:42:06.972Z,2025-10-02T18:42:06.972Z,31511,,13221,470883,35385,25531,60185,20590,,1735,,,31511,0,13221,470883,35385,25531,60185,20590,0,1735,0,0
2020-01-05 01:00:00+00:00,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2025-10-02T18:55:25.940Z,2025-10-02T18:55:25.940Z,31778,,13177,463860,31404,37786,60092,20402,,1757,,,31778,0,13177,463860,31404,37786,60092,20402,0,1757,0,0
