timestamp,total_load_MW,zone_id,is_estimated,estimation_method,temporal_granularity,updated_at,created_at,emission_factor_type
2022-01-05 05:00:00+00:00,1041954.7,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:18:14.352Z,
2022-01-05 06:00:00+00:00,993791.3,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:19:24.235Z,
2022-01-05 07:00:00+00:00,985886.3,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:19:24.235Z,
2022-01-05 08:00:00+00:00,965037.2,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:11.516Z,
2022-01-05 09:00:00+00:00,978999.75,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:19:24.235Z,
2022-01-05 10:00:00+00:00,965463.5,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:19:24.235Z,
2022-01-05 11:00:00+00:00,949221.4,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:11.516Z,
2022-01-05 12:00:00+00:00,912062.8,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:19:24.235Z,
2022-01-05 13:00:00+00:00,887171.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:18:11.516Z,
2022-01-05 14:00:00+00:00,881396.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:11.516Z,
2022-01-05 15:00:00+00:00,855770.75,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:02.154Z,2025-06-30T10:18:14.352Z,
2022-01-05 16:00:00+00:00,852210.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:11.516Z,
2022-01-05 17:00:00+00:00,840069.56,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:11.516Z,
2022-01-05 18:00:00+00:00,843580.2,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:19:24.235Z,
2022-01-05 19:00:00+00:00,837658.4,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:14.352Z,
2022-01-05 20:00:00+00:00,859256.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-05 21:00:00+00:00,874780.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:19:30.089Z,
