hmm_state,carbon_mean,carbon_std,mean_duration,sample_share,sample_count
0,516.0796853473179,59.34484986516362,294.8063197191236,0.2878543649575273,22501
1,541.2335937996315,29.68638070247253,26.27291785782352,0.2013739637703408,15741
2,549.1586683417086,41.42111752393237,25.18190954773869,0.2036639033875754,15920
3,561.590621669627,22.16064111530246,128.7419538188277,0.1800608944836761,14075
4,609.492296848253,23.349803194792425,117.188299264928,0.1270468734008801,9931
