hmm_state,carbon_mean,carbon_std,mean_duration,sample_share
0,497.94131589701675,62.6861014585458,114.10862280343278,0.3486947104423165
1,528.3886264534884,34.69770214140266,45.07667151162791,0.1568627450980392
2,527.4039234603634,47.985184108217815,16.448303585785496,0.17724008207934336
3,537.3752556237218,40.46566697883942,17.12252897068848,0.16723666210670315
4,547.1309388065374,39.0094583571188,9.022995058912961,0.14996580027359782
